timestamp,lux
0,24.167
1000,24.167
2000,24.167
3000,24.167
4000,24.167
5000,24.167
6000,24.167
7000,24.167
8000,24.167
9000,24.167
10000,24.167
11000,24.167
12000,24.167
13000,24.167
14000,24.167
15000,24.167
16000,24.167
17000,24.167
18000,24.167
19000,24.167
20000,24.167
21000,24.167
22000,24.167
23000,24.167
24000,24.167
25000,24.167
26000,24.167
27000,24.167
28000,24.167
29000,24.167
