timestamp,lux
0,530.833
1000,533.333
2000,530.833
3000,530.833
4000,530.833
5000,530.000
6000,528.333
7000,527.500
8000,526.667
9000,526.667
10000,526.667
11000,526.667
12000,526.667
13000,525.833
14000,523.333
15000,521.667
16000,520.000
17000,518.333
18000,520.000
19000,520.833
20000,522.500
21000,525.000
22000,526.667
23000,527.500
24000,528.333
25000,527.500
26000,526.667
27000,525.000
28000,518.333
29000,440.000
