timestamp,lux
0,24.167
1000,14.167
2000,485.833
3000,645.833
4000,523.333
5000,515.833
6000,536.667
7000,534.167
8000,535.000
9000,534.167
10000,530.833
11000,530.000
12000,528.333
13000,530.000
14000,530.833
15000,530.833
16000,530.833
17000,530.833
18000,530.833
19000,530.833
20000,530.833
21000,530.000
22000,530.000
23000,530.000
24000,530.000
25000,530.000
26000,530.833
27000,535.000
28000,535.000
29000,533.333
