timestamp,lux
0,5.833
1000,5.833
2000,5.833
3000,5.833
4000,5.833
5000,5.833
6000,5.833
7000,5.833
8000,5.833
9000,5.833
10000,5.833
11000,5.833
12000,5.833
13000,5.833
14000,5.833
15000,5.833
16000,5.833
17000,5.833
18000,5.833
19000,5.833
20000,5.833
21000,5.833
22000,5.833
23000,5.833
24000,5.833
25000,5.833
26000,5.833
27000,5.833
28000,5.833
29000,5.000
