timestamp,lux
0,547.500
1000,787.500
2000,687.500
3000,654.167
4000,573.333
5000,453.333
6000,469.167
7000,470.833
8000,470.833
9000,470.000
10000,469.167
11000,468.333
12000,467.500
13000,464.167
14000,465.000
15000,465.833
16000,465.000
17000,464.167
18000,465.000
19000,465.833
20000,465.833
21000,465.000
22000,465.000
23000,463.333
24000,462.500
25000,460.833
26000,463.333
27000,464.167
28000,463.333
29000,463.333
