timestamp,lux
0,720.833
1000,721.667
2000,721.667
3000,721.667
4000,719.167
5000,706.667
6000,715.000
7000,719.167
8000,720.000
9000,721.667
10000,720.833
11000,569.167
12000,93.333
13000,113.333
14000,133.333
15000,133.333
16000,133.333
17000,134.167
18000,135.000
19000,135.000
20000,135.000
21000,134.167
22000,134.167
23000,134.167
24000,134.167
25000,135.000
26000,134.167
27000,134.167
28000,133.333
29000,132.500
