timestamp,lux
0,464.167
1000,464.167
2000,465.000
3000,466.667
4000,468.333
5000,469.167
6000,470.000
7000,470.833
8000,470.833
9000,470.833
10000,472.500
11000,472.500
12000,472.500
13000,472.500
14000,472.500
15000,471.667
16000,472.500
17000,472.500
18000,472.500
19000,471.667
20000,472.500
21000,472.500
22000,472.500
23000,472.500
24000,472.500
25000,472.500
26000,472.500
27000,472.500
28000,471.667
29000,488.333
