timestamp,lux
0,132.500
1000,131.667
2000,130.833
3000,130.000
4000,130.000
5000,130.000
6000,130.000
7000,130.000
8000,130.833
9000,130.833
10000,130.833
11000,130.833
12000,131.667
13000,131.667
14000,132.500
15000,134.167
16000,135.000
17000,135.000
18000,135.833
19000,135.833
20000,135.833
21000,136.667
22000,136.667
23000,135.833
24000,135.833
25000,135.833
26000,135.000
27000,135.833
28000,135.000
29000,115.833
