timestamp,lux
0,44.167
1000,566.667
2000,705.833
3000,725.000
4000,723.333
5000,724.167
6000,724.167
7000,725.000
8000,725.000
9000,725.000
10000,725.000
11000,725.000
12000,725.000
13000,724.167
14000,724.167
15000,722.500
16000,723.333
17000,721.667
18000,722.500
19000,722.500
20000,722.500
21000,725.000
22000,725.000
23000,725.000
24000,724.167
25000,725.000
26000,725.000
27000,725.000
28000,724.167
29000,724.167
