timestamp,lux
0,683.333
1000,684.167
2000,683.333
3000,682.500
4000,682.500
5000,682.500
6000,682.500
7000,681.667
8000,682.500
9000,681.667
10000,681.667
11000,680.833
12000,679.167
13000,676.667
14000,682.500
15000,703.333
16000,475.000
17000,706.667
18000,685.833
19000,695.000
20000,694.167
21000,695.000
22000,730.833
23000,732.500
24000,729.167
25000,724.167
26000,724.167
27000,725.000
28000,717.500
29000,716.667
