timestamp,lux
0,713.333
1000,712.500
2000,714.167
3000,715.000
4000,715.833
5000,716.667
6000,718.333
7000,515.833
8000,278.333
9000,438.333
10000,370.000
11000,696.667
12000,698.333
13000,696.667
14000,695.833
15000,693.333
16000,690.833
17000,685.833
18000,693.333
19000,698.333
20000,698.333
21000,696.667
22000,696.667
23000,696.667
24000,697.500
25000,697.500
26000,698.333
27000,699.167
28000,698.333
29000,699.167
